It took 23.9388029575 seconds to calculate the Mandelbrot graph.
It took 0.235138893127 seconds to dump the image.
         558867 function calls (553552 primitive calls) in 24.738 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 widgets.py:640(TextBox)
        1    0.000    0.000    0.000    0.000 patches.py:2729(_Base)
        1    0.000    0.000    0.000    0.000 _subplots.py:18(SubplotBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:326(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 ticker.py:1178(EngFormatter)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4738(__str__)
        8    0.000    0.000    0.000    0.000 text.py:848(get_position)
        1    0.000    0.000    0.000    0.000 figure.py:494(set_tight_layout)
        1    0.000    0.000    0.000    0.000 mathtext.py:2531(State)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
        1    0.000    0.000    0.000    0.000 {math.exp}
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
       12    0.000    0.000    0.000    0.000 axis.py:1478(_update_axisinfo)
        7    0.000    0.000    0.000    0.000 case.py:608(_deprecate)
        1    0.000    0.000    0.000    0.000 image.py:776(AxesImage)
        1    0.000    0.000    0.000    0.000 mathtext.py:754(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        1    0.000    0.000    0.000    0.000 text.py:1711(_AnnotationBase)
       41    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 colors.py:301(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:88(<dictcomp>)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 genericpath.py:93(_splitext)
        1    0.000    0.000    0.000    0.000 mathtext.py:537(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 colors.py:1191(PowerNorm)
        5    0.000    0.000    0.000    0.000 __init__.py:1490(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:269(set_aa)
        1    0.000    0.000    0.000    0.000 __init__.py:17(register)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        2    0.000    0.000    0.000    0.000 image.py:836(_check_unsampled_image)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 image.py:1019(PcolorImage)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 trifinder.py:11(TriFinder)
        4    0.000    0.000    0.000    0.000 linalg.py:134(_realType)
        1    0.000    0.000    0.000    0.000 __init__.py:52(get_projection_class)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:387(SubplotSpec)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1231(TimerBase)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        1    0.000    0.000    0.000    0.000 mathtext.py:1393(Box)
        1    0.000    0.000    0.000    0.000 ticker.py:1304(PercentFormatter)
        1    0.000    0.000    0.000    0.000 image.py:1212(BboxImage)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 dates.py:745(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 records.py:220(record)
        1    0.000    0.000    0.000    0.000 collections.py:1325(EventCollection)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4785(Optional)
        1    0.000    0.000    0.000    0.000 mathtext.py:226(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2087(_get_output_canvas)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
        3    0.000    0.000    0.000    0.000 text.py:524(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 ticker.py:1153(LogitFormatter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:552(ndenumerate)
        4    0.000    0.000    0.000    0.000 rcsetup.py:171(validate_float_or_None)
        1    0.000    0.000    0.000    0.000 gridspec.py:168(GridSpec)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1269(OffsetImage)
        1    0.000    0.000    0.000    0.000 subprocess32.py:93(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 string.py:283(split)
        1    0.000    0.000    0.000    0.000 tritools.py:13(TriAnalyzer)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        4    0.000    0.000    0.000    0.000 pyparsing.py:6682(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(ToolQuitAll)
        4    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 scale.py:303(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 geo.py:276(AitoffTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:65(Widget)
        1    0.000    0.000    0.000    0.000 figure.py:168(__contains__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        4    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4079(Or)
        1    0.000    0.000    0.000    0.000 _base.py:1854(_sci)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(Logger)
        1    0.000    0.000    0.000    0.000 backend_bases.py:232(ShowBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4654(_MultipleMatch)
        4    0.000    0.000    0.000    0.000 figure.py:153(current_key_axes)
        1    0.000    0.000    0.000    0.000 backend_tools.py:308(ToolCursorPosition)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        2    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 backend_tools.py:955(ToolPan)
        1    0.000    0.000    0.000    0.000 urllib2.py:1233(HTTPSHandler)
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 transforms.py:60(TransformNode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:129(_Backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:489(ToolMinorGrid)
        2    0.000    0.000    0.000    0.000 figure.py:165(__call__)
       16    0.000    0.000    0.000    0.000 scale.py:65(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:35(GridSpecBase)
        6    0.000    0.000    0.000    0.000 core.py:3448(_get_mask)
        2    0.000    0.000    0.000    0.000 legend_handler.py:266(__init__)
        1    0.000    0.000    0.000    0.000 py3k.py:200(os_PathLike)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        4    0.000    0.000    0.000    0.000 linalg.py:209(_assertNdSquareness)
        1    0.000    0.000    0.000    0.000 backend_tools.py:468(ToolGrid)
        1    0.000    0.000    0.000    0.000 _base.py:143(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 backend_agg.py:131(_update_methods)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:115(set_active)
        4    0.000    0.000    0.000    0.000 {strop.maketrans}
       12    0.000    0.000    0.000    0.000 artist.py:544(get_sketch_params)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:211(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 _cm.py:60(cubehelix)
        1    0.000    0.000    0.000    0.000 __init__.py:827(Null)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        4    0.000    0.000    0.000    0.000 figure.py:1468(<genexpr>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1039(FontManager)
        3    0.000    0.000    0.000    0.000 __init__.py:495(CFunctionType)
        1    0.000    0.000    0.000    0.000 httplib.py:354(HTTPResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:1408(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 widgets.py:1897(ToolHandles)
        1    0.000    0.000    0.000    0.000 ticker.py:2027(LogLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:869(AuxTransformBox)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 polar.py:23(PolarTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:294(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 font_manager.py:1002(TempCache)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 colorbar.py:905(Colorbar)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        1    0.000    0.000    0.000    0.000 legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 transforms.py:1907(Affine2D)
        1    0.000    0.000    0.000    0.000 colors.py:628(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        1    0.000    0.000    0.000    0.000 streamplot.py:306(Grid)
        1    0.000    0.000    0.000    0.000 dates.py:1384(YearLocator)
        1    0.000    0.000    0.000    0.000 textpath.py:417(TextPath)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:353(validate_color_or_auto)
        2    0.000    0.000    0.000    0.000 artist.py:920(get_zorder)
        3    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 category.py:171(UnitData)
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 figure.py:63(AxesStack)
        4    0.000    0.000    0.000    0.000 functools_lru_cache.py:66(lru_cache)
        1    0.000    0.000    0.000    0.000 platform.py:399(_popen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1684(KeyEvent)
        3    0.000    0.000    0.000    0.000 image.py:863(get_extent)
        1    0.000    0.000    0.000    0.000 backend_tools.py:741(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:723(ToolHome)
        1    0.000    0.000    0.000    0.000 dates.py:1056(RRuleLocator)
        1    0.000    0.000    0.000    0.000 urllib2.py:942(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1613(DraggableBase)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        6    0.000    0.000    0.000    0.000 case.py:208(addTypeEqualityFunc)
        5    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3697(GoToColumn)
        1    0.000    0.000    0.000    0.000 gridspec.py:283(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:124(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 six.py:600(iterkeys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 colors.py:1003(LogNorm)
        1    0.000    0.000    0.000    0.000 figure.py:943(get_facecolor)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 image.py:681(get_interpolation)
        1    0.000    0.000    0.000    0.000 __init__.py:970(PlaceHolder)
        1    0.000    0.000    0.000    0.000 image.py:740(set_filternorm)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 numeric.py:2995(errstate)
        1    0.000    0.000    0.000    0.000 dates.py:976(DateLocator)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_active)
        1    0.000    0.000    0.000    0.000 geo.py:22(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 backend_tools.py:146(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 scale.py:196(LogScale)
        4    0.000    0.000    0.000    0.000 image.py:754(get_filternorm)
        1    0.000    0.000    0.000    0.000 backend_tools.py:757(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:509(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 __init__.py:152(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        3    0.000    0.000    0.000    0.000 gridspec.py:51(get_geometry)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:35(get_fig_manager)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 backend_tools.py:732(ToolBack)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
        1    0.000    0.000    0.000    0.000 mathtext.py:941(StixFonts)
